 10 1 3   2 6 4 0    5   6 1 1.195 
 10 1 3   3 4 1 1    2  14 1 1.146 
 10 1 3   4 6 2 2    3   1 1 1.154 
 10 1 3   5 8 6 0    1  15 1 1.650 
 10 1 3   6 2 2 0    1   6 1 0.900 
 10 1 3   7 4 0 0    4  10 1 -1.000 
 10 1 3   8 2 0 0    2   6 1 -1.000 
 10 1 3   9 8 2 0    3   1 1 1.569 
 10 1 3  10 6 4 4    5   9 1 2.259 
 10 1 3  11 6 6 0    3  16 1 0.868 
 10 1 3  12 8 0 0    4   5 2 -1.000 
 10 1 3  13 8 4 0    1   9 1 5.795 
 10 1 3  14 4 2 2    3  13 1 1.255 
 10 1 3  15 8 8 4    7  14 1 2.981 
 10 1 3  16 6 1 1    5   7 1 0.873 
 10 1 3  17 8 1 1    6   9 3 2.281 
 10 1 3  18 8 6 4    2  12 1 2.781 
 10 1 3  19 4 2 0    1  12 1 0.849 
 10 1 3  20 8 8 0    8   5 1 1.095 
 10 1 3  21 2 1 1    2   9 1 0.973 
 10 1 3  22 8 4 4    2   9 3 3.793 
 10 1 3  23 4 4 0    4   8 1 0.966 
 10 1 3  24 8 2 2    3   4 1 3.565 
 10 1 3  25 6 0 0    1  11 1 -1.000 
 10 1 3  26 2 2 2    1  16 1 1.176 
 10 1 3  27 6 2 0    5   8 1 1.908 
 10 1 3  28 6 6 4    6   7 1 1.289 
 10 1 4   1 8 4 0    4   5 1 4.703 
 10 1 4   2 2 2 2    2   3 1 1.387 
 10 1 4   3 8 8 4    5   3 1 1.146 
 10 1 4   4 8 2 2    4  11 1 3.045 
 10 1 4   5 6 6 0    2   6 1 1.817 
 10 1 4   6 4 2 2    2   9 1 1.126 
 10 1 4   7 4 1 1    4  15 1 1.619 
 10 1 4   8 8 0 0    5   8 2 -1.000 
 10 1 4   9 8 8 0    7   8 1 1.930 
 10 1 4  10 2 2 0    2   7 1 0.765 
 10 1 4  11 4 0 0    1  16 1 -1.000 
 10 1 4  12 8 6 4    7  15 1 2.381 
 10 1 4  13 6 6 4    2  14 1 2.373 
 10 1 4  14 6 1 1    3  14 1 1.086 
 10 1 4  15 4 4 4    4   3 1 1.316 
 10 1 4  16 6 4 4    3  11 1 2.793 
 10 1 4  17 2 1 1    1  15 1 0.933 
 10 1 4  18 8 4 4    5  13 1 1.192 
 10 1 4  19 8 2 0    5  15 1 0.834 
 10 1 4  20 6 2 2    1   8 1 1.388 
 10 1 4  21 4 2 0    3   7 1 1.002 
 10 1 4  22 4 4 0    2  12 1 1.317 
 10 1 4  23 8 1 1    4   1 1 3.302 
 10 1 4  24 6 0 0    5  15 1 -1.000 
 10 1 4  25 6 4 0    3   5 1 1.406 
 10 1 4  26 2 0 0    1   9 1 -1.000 
 10 1 4  27 8 6 0    7   5 2 1.732 
 10 1 4  28 6 2 0    2   4 2 5.284 
 10 1 5   1 4 1 1    1   3 1 0.903 
 10 1 5   2 6 2 2    6   1 1 1.235 
 10 1 5   3 6 4 0    1   1 1 1.115 
 10 1 5   4 8 6 4    6   8 1 1.228 
 10 1 5   5 8 8 4    1   8 1 8.195 
 10 1 5   6 8 6 0    6  11 1 1.530 
 10 1 5   7 2 2 0    1  13 1 0.827 
 10 1 5   8 8 2 0    7   7 1 1.090 
 10 1 5   9 8 1 1    8   7 1 1.076 
 10 1 5  10 6 6 4    1   8 1 1.511 
 10 1 5  11 6 1 1    1   7 1 4.748 
 10 1 5  12 6 6 0    4  11 1 1.597 
 10 1 5  13 4 4 4    3  11 1 0.936 
 10 1 5  14 8 2 2    2  12 2 2.469 
 10 1 5  15 4 2 2    3  16 1 1.217 
 10 1 5  16 8 4 0    8   6 1 0.845 
 10 1 5  17 4 0 0    2  16 1 -1.000 
 10 1 5  18 2 1 1    2  11 1 1.106 
 10 1 5  19 4 4 0    3   2 1 1.024 
 10 1 5  20 2 2 2    2  11 1 1.305 
 10 1 5  21 8 8 0    1   4 2 6.450 
 10 1 5  22 8 0 0    2  11 1 -1.000 
 10 1 5  23 6 2 0    4  13 1 1.607 
 10 1 5  24 6 0 0    2   7 1 -1.000 
 10 1 5  25 6 4 4    1  16 1 1.337 
 10 1 5  26 2 0 0    2  15 1 -1.000 
 10 1 5  27 4 2 0    4  13 1 1.010 
 10 1 5  28 8 4 4    7   3 1 1.614 
 10 1 6   1 8 8 4    6   4 1 2.852 
 10 1 6   2 6 0 0    3   2 1 -1.000 
 10 1 6   3 6 6 0    1   2 1 2.013 
 10 1 6   4 4 0 0    3  14 1 -1.000 
 10 1 6   5 6 4 0    2   8 1 3.619 
 10 1 6   6 8 6 0    2  12 1 4.176 
 10 1 6   7 2 0 0    1   3 1 -1.000 
 10 1 6   8 4 4 0    4   3 1 1.541 
 10 1 6   9 8 6 4    5   1 1 1.409 
 10 1 6  10 6 4 4    2   9 1 1.258 
 10 1 6  11 8 4 0    5  12 2 4.688 
 10 1 6  12 6 6 4    3   1 1 2.525 
 10 1 6  13 6 1 1    2  16 1 3.291 
 10 1 6  14 6 2 0    6  13 1 0.865 
 10 1 6  15 4 4 4    4   6 1 1.633 
 10 1 6  16 2 2 2    1  16 1 0.991 
 10 1 6  17 8 0 0    8  11 1 -1.000 
 10 1 6  18 2 1 1    1   6 1 0.834 
 10 1 6  19 4 2 0    2   9 1 1.160 
 10 1 6  20 4 2 2    2  15 1 2.136 
 10 1 6  21 8 4 4    8   5 1 1.568 
 10 1 6  22 8 2 2    7   2 1 1.136 
 10 1 6  23 8 2 0    8  11 1 1.157 
 10 1 6  24 2 2 0    2   3 1 1.081 
 10 1 6  25 6 2 2    4  14 1 1.292 
 10 1 6  26 4 1 1    3  16 1 1.023 
 10 1 6  27 8 1 1    7  14 1 1.638 
 10 1 6  28 8 8 0    4   3 2 6.615 
 10 1 7   1 6 6 0    4  14 2 5.452 
 10 1 7   2 6 2 0    2   6 1 1.266 
 10 1 7   3 4 2 0    1   8 1 0.953 
 10 1 7   4 8 6 4    3   9 2 2.016 
 10 1 7   5 6 2 2    3  14 1 0.924 
 10 1 7   6 8 1 1    3  14 3 2.291 
 10 1 7   7 6 0 0    5   7 1 -1.000 
 10 1 7   8 6 6 4    2   3 1 1.674 
 10 1 7   9 2 2 0    1  15 1 1.007 
 10 1 7  10 6 4 4    2   8 1 1.077 
 10 1 7  11 8 4 0    6   6 1 1.422 
 10 1 7  12 4 0 0    4  12 1 -1.000 
 10 1 7  13 2 2 2    2   6 1 0.901 
 10 1 7  14 4 4 4    1   4 1 1.192 
 10 1 7  15 4 1 1    2  12 1 1.051 
 10 1 7  16 4 2 2    1   8 1 0.793 
 10 1 7  17 8 0 0    7   5 1 -1.000 
 10 1 7  18 6 1 1    3   9 1 1.111 
 10 1 7  19 8 2 2    6  12 1 0.800 
 10 1 7  20 2 1 1    1   7 1 0.841 
 10 1 7  21 4 4 0    1   6 1 0.943 
 10 1 7  22 8 4 4    1   3 1 3.630 
 10 1 7  23 8 6 0    8   7 1 0.976 
 10 1 7  24 8 2 0    6  14 1 1.229 
 10 1 7  25 2 0 0    1  16 1 -1.000 
 10 1 7  26 8 8 0    6   3 1 2.529 
 10 1 7  27 6 4 0    1   7 1 1.059 
 10 1 7  28 8 8 4    4   2 3 5.454 
 10 2 1   1 6 0 0    2   6 3 -1.000 
 10 2 1   2 6 6 4    6   6 1 1.129 
 10 2 1   3 6 2 0    3   8 1 0.794 
 10 2 1   4 6 1 1    1   6 1 2.232 
 10 2 1   5 8 6 0    7  10 1 1.677 
 10 2 1   6 6 6 0    3  11 1 1.651 
 10 2 1   7 8 6 4    6  12 1 1.659 
 10 2 1   8 2 2 2    2  14 1 0.704 
 10 2 1   9 4 4 0    3   3 1 1.426 
 10 2 1  10 8 4 0    4  15 1 2.445 
 10 2 1  11 4 1 1    4   2 1 1.180 
 10 2 1  12 8 0 0    6  16 1 -1.000 
 10 2 1  13 8 2 2    3   5 3 5.971 
 10 2 1  14 8 4 4    7  13 1 1.623 
 10 2 1  15 4 0 0    4   2 1 -1.000 
 10 2 1  16 6 4 4    5  11 1 1.683 
 10 2 1  17 8 2 0    5   3 1 1.181 
 10 2 1  18 8 1 1    7   2 1 0.810 
 10 2 1  19 6 2 2    1   1 1 1.077 
 10 2 1  20 4 4 4    3   8 1 1.371 
 10 2 1  21 2 0 0    1   3 1 -1.000 
 10 2 1  22 2 2 0    1   4 1 0.992 
 10 2 1  23 8 8 4    8   1 1 1.517 
 10 2 1  24 2 1 1    1  11 1 1.182 
 10 2 1  25 4 2 0    4   1 1 0.748 
 10 2 1  26 4 2 2    1   3 1 0.946 
 10 2 1  27 6 4 0    1   5 1 1.155 
 10 2 1  28 8 8 0    1  11 2 3.312 
 10 2 2   1 8 8 4    6   9 1 2.356 
 10 2 2   2 4 2 0    2   8 1 1.045 
 10 2 2   3 8 2 2    4   4 1 2.883 
 10 2 2   4 2 1 1    2  12 1 1.125 
 10 2 2   5 8 6 0    8  11 1 1.964 
 10 2 2   6 6 0 0    1  10 1 -1.000 
 10 2 2   7 8 6 4    1  10 1 3.048 
 10 2 2   8 6 2 2    6  14 1 1.217 
 10 2 2   9 4 4 4    1   8 1 1.574 
 10 2 2  10 2 2 2    1  10 1 1.542 
 10 2 2  11 2 2 0    2   2 1 1.053 
 10 2 2  12 4 0 0    3   7 1 -1.000 
 10 2 2  13 8 4 0    3   7 1 1.599 
 10 2 2  14 4 2 2    2   9 1 2.063 
 10 2 2  15 8 8 0    3  12 1 3.213 
 10 2 2  16 6 4 0    4   5 1 1.429 
 10 2 2  17 4 1 1    2   5 1 1.625 
 10 2 2  18 8 1 1    5   2 1 5.757 
 10 2 2  19 6 6 4    4  10 1 1.769 
 10 2 2  20 8 2 0    7  13 1 1.713 
 10 2 2  21 6 1 1    6   7 1 0.884 
 10 2 2  22 6 2 0    4   1 1 1.173 
 10 2 2  23 8 4 4    3   7 1 2.860 
 10 2 2  24 6 4 4    3  13 1 2.436 
 10 2 2  25 4 4 0    1   9 1 0.944 
 10 2 2  26 8 0 0    8   6 1 -1.000 
 10 2 2  27 6 6 0    4  12 1 1.428 
 10 2 2  28 2 0 0    2   5 1 -1.000 
 10 2 3   1 4 0 0    2   4 1 -1.000 
 10 2 3   2 8 4 0    8   1 1 1.244 
 10 2 3   3 8 8 0    8  11 1 0.887 
 10 2 3   4 8 6 0    2  11 1 2.259 
 10 2 3   5 8 4 4    1   9 2 4.398 
 10 2 3   6 8 6 4    3   2 1 4.102 
 10 2 3   7 8 2 2    1  16 1 5.103 
 10 2 3   8 8 2 0    8  10 1 1.611 
 10 2 3   9 8 1 1    3   1 1 2.206 
 10 2 3  10 6 2 2    3  15 1 1.404 
 10 2 3  11 8 8 4    7   7 1 1.411 
 10 2 3  12 2 1 1    1   3 1 0.922 
 10 2 3  13 6 2 0    5   6 1 2.461 
 10 2 3  14 8 0 0    1   6 3 -1.000 
 10 2 3  15 2 2 0    2   1 1 1.005 
 10 2 3  16 4 4 4    2   7 1 1.918 
 10 2 3  17 6 4 0    3  16 1 1.321 
 10 2 3  18 2 2 2    1  10 1 1.450 
 10 2 3  19 6 6 4    2   7 1 2.116 
 10 2 3  20 2 0 0    1  12 1 -1.000 
 10 2 3  21 4 2 2    3   8 1 0.892 
 10 2 3  22 6 0 0    6   8 1 -1.000 
 10 2 3  23 4 2 0    3  15 1 0.874 
 10 2 3  24 4 1 1    3   7 1 0.927 
 10 2 3  25 4 4 0    2   4 1 1.279 
 10 2 3  26 6 4 4    2   9 1 1.563 
 10 2 3  27 6 6 0    1  14 1 1.437 
 10 2 3  28 6 1 1    5   4 1 1.164 
 10 2 4   1 4 0 0    1  10 1 -1.000 
 10 2 4   2 4 4 4    4   4 1 1.261 
 10 2 4   3 6 6 0    2   1 1 1.294 
 10 2 4   4 4 4 0    4   2 1 0.901 
 10 2 4   5 6 4 4    4   3 1 2.033 
 10 2 4   6 8 2 0    3   9 1 1.472 
 10 2 4   7 4 2 0    1   5 1 1.196 
 10 2 4   8 6 0 0    4  15 1 -1.000 
 10 2 4   9 4 2 2    4  13 1 0.974 
 10 2 4  10 8 6 4    5   2 1 1.204 
 10 2 4  11 6 1 1    3   9 1 1.467 
 10 2 4  12 6 2 0    1  16 1 1.063 
 10 2 4  13 2 1 1    2   8 1 0.882 
 10 2 4  14 8 1 1    1   6 1 3.207 
 10 2 4  15 6 6 4    5   1 1 1.477 
 10 2 4  16 8 8 0    7  12 2 2.554 
 10 2 4  17 6 2 2    5  16 1 0.942 
 10 2 4  18 6 4 0    2   6 1 2.640 
 10 2 4  19 8 6 0    6   3 1 1.580 
 10 2 4  20 2 2 0    1   5 1 0.991 
 10 2 4  21 4 1 1    1   2 1 0.904 
 10 2 4  22 8 4 4    6  14 1 3.646 
 10 2 4  23 8 0 0    2   3 2 -1.000 
 10 2 4  24 8 8 4    1   6 1 7.863 
 10 2 4  25 8 4 0    2   4 1 5.355 
 10 2 4  26 2 0 0    2   3 1 -1.000 
 10 2 4  27 8 2 2    5  14 1 1.485 
 10 2 4  28 2 2 2    2   4 1 0.833 
 10 2 5   1 6 0 0    3  16 1 -1.000 
 10 2 5   2 6 2 2    4   2 1 0.949 
 10 2 5   3 8 6 0    3   7 2 7.809 
 10 2 5   4 8 6 4    8   8 1 2.422 
 10 2 5   5 8 2 0    6   6 1 2.008 
 10 2 5   6 2 2 2    1   6 1 1.087 
 10 2 5   7 8 8 0    2  13 2 3.496 
 10 2 5   8 4 2 0    3   7 1 2.180 
 10 2 5   9 8 1 1    2  13 1 1.587 
 10 2 5  10 6 4 4    6   1 1 1.425 
 10 2 5  11 6 1 1    2  15 1 1.009 
 10 2 5  12 6 6 0    6   7 2 1.358 
 10 2 5  13 2 1 1    2   2 1 0.864 
 10 2 5  14 4 4 4    3   4 1 1.674 
 10 2 5  15 4 4 0    3   6 1 1.160 
 10 2 5  16 6 2 0    2  16 1 1.314 
 10 2 5  17 8 4 4    4   9 3 3.547 
 10 2 5  18 8 8 4    2   8 1 6.631 
 10 2 5  19 2 0 0    2   9 1 -1.000 
 10 2 5  20 8 4 0    6   2 1 1.402 
 10 2 5  21 6 4 0    5   4 1 1.391 
 10 2 5  22 4 0 0    3   7 1 -1.000 
 10 2 5  23 8 2 2    2   3 1 2.600 
 10 2 5  24 4 1 1    1  15 1 1.053 
 10 2 5  25 6 6 4    3  15 1 2.309 
 10 2 5  26 2 2 0    2   8 1 0.930 
 10 2 5  27 4 2 2    3  10 1 0.887 
 10 2 5  28 8 0 0    4  15 2 -1.000 
 10 2 6   1 6 6 4    1   6 3 3.247 
 10 2 6   2 2 2 2    2   7 1 0.985 
 10 2 6   3 4 0 0    4   7 1 -1.000 
 10 2 6   4 8 2 0    4   9 1 1.534 
 10 2 6   5 2 2 0    1  15 1 0.773 
 10 2 6   6 4 4 0    1   2 1 1.196 
 10 2 6   7 8 6 4    7  11 1 1.159 
 10 2 6   8 8 8 4    4  15 2 3.992 
 10 2 6   9 6 2 0    6   4 1 2.982 
 10 2 6  10 6 4 4    1   9 1 2.268 
 10 2 6  11 8 0 0    7  14 1 -1.000 
 10 2 6  12 6 6 0    5  12 1 1.881 
 10 2 6  13 4 1 1    2  14 1 1.044 
 10 2 6  14 6 2 2    2  11 1 1.537 
 10 2 6  15 8 4 4    5  12 1 0.982 
 10 2 6  16 8 1 1    4   1 1 1.075 
 10 2 6  17 4 2 0    2  14 1 1.008 
 10 2 6  18 6 4 0    6   7 1 1.060 
 10 2 6  19 2 1 1    1   6 1 0.773 
 10 2 6  20 4 4 4    4  11 1 0.952 
 10 2 6  21 8 2 2    6   9 1 0.926 
 10 2 6  22 8 6 0    5  10 1 0.935 
 10 2 6  23 8 8 0    5   3 1 1.875 
 10 2 6  24 6 0 0    5  10 1 -1.000 
 10 2 6  25 4 2 2    4  14 1 1.664 
 10 2 6  26 6 1 1    4   7 1 0.855 
 10 2 6  27 2 0 0    1   6 1 -1.000 
 10 2 6  28 8 4 0    7   1 1 1.091 
 10 2 7   1 4 4 0    4   7 1 0.916 
 10 2 7   2 8 4 0    5   8 1 1.173 
 10 2 7   3 2 0 0    1   1 1 -1.000 
 10 2 7   4 2 2 0    1   6 1 0.813 
 10 2 7   5 6 4 0    1  10 1 1.276 
 10 2 7   6 4 2 0    4   5 1 0.841 
 10 2 7   7 6 6 0    6  12 1 1.076 
 10 2 7   8 4 1 1    4  15 1 1.177 
 10 2 7   9 6 2 0    2   5 1 1.136 
 10 2 7  10 6 2 2    4   5 1 1.264 
 10 2 7  11 8 4 4    8  11 1 1.745 
 10 2 7  12 6 1 1    5  13 1 0.870 
 10 2 7  13 8 8 0    6   2 1 1.378 
 10 2 7  14 8 0 0    5   8 1 -1.000 
 10 2 7  15 8 2 0    2  14 2 1.201 
 10 2 7  16 4 0 0    2   7 1 -1.000 
 10 2 7  17 8 2 2    8   2 1 1.969 
 10 2 7  18 8 1 1    8  11 1 1.546 
 10 2 7  19 4 2 2    2  10 1 1.144 
 10 2 7  20 6 4 4    2   1 1 1.621 
 10 2 7  21 8 6 4    4  15 1 3.047 
 10 2 7  22 8 8 4    5  14 1 1.748 
 10 2 7  23 6 6 4    3   1 1 0.929 
 10 2 7  24 2 2 2    2   8 1 1.323 
 10 2 7  25 8 6 0    4  15 1 1.627 
 10 2 7  26 2 1 1    2   6 1 0.758 
 10 2 7  27 6 0 0    3   7 1 -1.000 
 10 2 7  28 4 4 4    2   8 1 2.247 
 10 2 8   1 8 6 0    1   9 1 1.507 
 10 2 8   2 4 4 0    2   8 2 0.983 
 10 2 8   3 8 0 0    3   3 2 -1.000 
 10 2 8   4 6 2 2    6  10 1 0.927 
 10 2 8   5 2 2 0    2  12 1 1.381 
 10 2 8   6 8 1 1    6  16 1 1.425 
 10 2 8   7 4 4 4    1  13 1 1.757 
 10 2 8   8 6 6 4    4   8 1 1.968 
 10 2 8   9 8 8 0    4   4 2 3.558 
 10 2 8  10 2 2 2    1   4 1 0.723 
 10 2 8  11 8 8 4    3  12 1 1.567 
 10 2 8  12 6 1 1    2   4 1 1.446 
 10 2 8  13 8 4 4    2   3 1 1.238 
 10 2 8  14 4 2 0    1   2 1 1.145 
 10 2 8  15 4 2 2    1  12 1 0.808 
 10 2 8  16 2 0 0    2   7 3 -1.000 
 10 2 8  17 6 4 0    6   2 1 0.743 
 10 2 8  18 4 1 1    3  13 1 0.852 
 10 2 8  19 4 0 0    1  15 1 -1.000 
 10 2 8  20 6 4 4    4   8 2 1.109 
 10 2 8  21 8 2 0    1  13 2 0.825 
 10 2 8  22 6 2 0    6   2 1 0.865 
 10 2 8  23 8 4 0    1   8 2 1.206 
 10 2 8  24 6 6 0    2  12 1 1.054 
 10 2 8  25 8 2 2    7   1 1 1.323 
 10 2 8  26 2 1 1    1  16 1 0.901 
 10 2 8  27 8 6 4    2   3 2 1.292 
 10 2 8  28 6 0 0    5  16 2 -1.000 
 10 3 1   1 6 1 1    2   5 1 1.362 
 10 3 1   2 8 2 2    3  12 1 3.054 
 10 3 1   3 8 4 0    6  10 1 2.339 
 10 3 1   4 8 2 0    4   6 1 5.840 
 10 3 1   5 4 2 2    4   1 1 1.201 
 10 3 1   6 8 6 0    6  16 1 1.603 
 10 3 1   7 4 0 0    2  14 1 -1.000 
 10 3 1   8 4 4 4    3  16 1 1.646 
 10 3 1   9 8 8 0    8   1 1 1.119 
 10 3 1  10 8 1 1    1   5 1 1.384 
 10 3 1  11 2 2 2    1  11 1 1.392 
 10 3 1  12 6 6 0    6   6 1 1.266 
 10 3 1  13 6 6 4    4   8 1 1.835 
 10 3 1  14 8 4 4    5   1 1 1.263 
 10 3 1  15 6 4 0    1   5 1 1.781 
 10 3 1  16 8 8 4    8  14 1 1.477 
 10 3 1  17 8 0 0    7  16 1 -1.000 
 10 3 1  18 2 1 1    1   3 1 1.037 
 10 3 1  19 4 1 1    3   9 1 0.792 
 10 3 1  20 2 2 0    2  16 1 1.053 
 10 3 1  21 8 6 4    1  13 2 5.118 
 10 3 1  22 4 4 0    3   9 1 1.390 
 10 3 1  23 6 2 0    1  11 2 1.765 
 10 3 1  24 6 0 0    1   2 1 -1.000 
 10 3 1  25 6 2 2    6  10 1 1.231 
 10 3 1  26 6 4 4    4   5 1 1.563 
 10 3 1  27 4 2 0    2   9 1 1.188 
 10 3 1  28 2 0 0    1   6 1 -1.000 
 10 3 2   1 6 2 2    5  11 1 1.003 
 10 3 2   2 6 4 0    3   6 2 6.119 
 10 3 2   3 8 8 4    2  10 2 4.202 
 10 3 2   4 8 6 4    3   5 2 3.343 
 10 3 2   5 4 4 0    1  10 1 0.898 
 10 3 2   6 8 2 0    8   2 1 1.282 
 10 3 2   7 8 0 0    3   7 2 -1.000 
 10 3 2   8 8 1 1    4  10 1 4.993 
 10 3 2   9 2 1 1    2  13 1 1.066 
 10 3 2  10 6 1 1    1  16 3 2.905 
 10 3 2  11 4 4 4    4   8 1 1.085 
 10 3 2  12 4 2 0    4  14 1 0.986 
 10 3 2  13 6 2 0    2   3 1 1.808 
 10 3 2  14 2 2 2    2  10 1 1.158 
 10 3 2  15 8 8 0    1  14 1 1.795 
 10 3 2  16 2 2 0    1  13 1 0.788 
 10 3 2  17 8 4 4    7   4 1 1.640 
 10 3 2  18 2 0 0    2  16 1 -1.000 
 10 3 2  19 8 2 2    4   1 1 2.244 
 10 3 2  20 4 2 2    3   2 1 1.380 
 10 3 2  21 6 0 0    5   1 1 -1.000 
 10 3 2  22 4 1 1    1   4 1 0.980 
 10 3 2  23 8 6 0    4  10 2 4.584 
 10 3 2  24 4 0 0    3   5 1 -1.000 
 10 3 2  25 8 4 0    3   5 1 2.817 
 10 3 2  26 6 6 0    3  10 1 1.913 
 10 3 2  27 6 4 4    6  12 1 1.810 
 10 3 2  28 6 6 4    5   9 1 2.119 
 10 3 3   1 6 6 4    6  11 1 1.885 
 10 3 3   2 8 6 0    5  16 1 1.923 
 10 3 3   3 8 4 4    1  16 2 2.659 
 10 3 3   4 2 2 2    2  14 1 0.935 
 10 3 3   5 4 2 0    3  16 1 0.640 
 10 3 3   6 6 6 0    2   5 1 1.119 
 10 3 3   7 6 1 1    6  12 1 1.041 
 10 3 3   8 4 0 0    4  12 1 -1.000 
 10 3 3   9 8 8 0    3  11 1 3.627 
 10 3 3  10 4 4 0    2   1 1 1.429 
 10 3 3  11 8 0 0    4   6 2 -1.000 
 10 3 3  12 8 4 0    7   7 2 1.716 
 10 3 3  13 4 2 2    1  14 1 2.158 
 10 3 3  14 8 6 4    6  15 1 1.323 
 10 3 3  15 2 0 0    2   2 1 -1.000 
 10 3 3  16 6 2 2    2   1 1 0.933 
 10 3 3  17 4 4 4    2   3 1 1.329 
 10 3 3  18 8 1 1    6  12 1 1.237 
 10 3 3  19 8 2 0    7  16 1 1.308 
 10 3 3  20 6 4 4    2   1 2 3.705 
 10 3 3  21 8 2 2    7  10 1 1.099 
 10 3 3  22 8 8 4    4   9 1 2.668 
 10 3 3  23 2 1 1    1   9 1 1.358 
 10 3 3  24 6 0 0    3   1 1 -1.000 
 10 3 3  25 4 1 1    2  15 1 1.548 
 10 3 3  26 6 4 0    5   5 1 1.819 
 10 3 3  27 2 2 0    1   8 1 0.954 
 10 3 3  28 6 2 0    5   7 1 1.598 
 10 3 4   1 4 2 2    2  14 1 1.032 
 10 3 4   2 4 0 0    1   7 1 -1.000 
 10 3 4   3 8 6 4    4   8 3 3.611 
 10 3 4   4 6 4 0    6  11 1 0.770 
 10 3 4   5 2 0 0    1   1 1 -1.000 
 10 3 4   6 2 2 0    2  14 1 0.939 
 10 3 4   7 8 4 4    6  16 1 1.139 
 10 3 4   8 6 0 0    4   7 1 -1.000 
 10 3 4   9 4 4 4    1  12 1 1.741 
 10 3 4  10 6 6 4    3  12 1 1.679 
 10 3 4  11 6 6 0    5  16 1 0.961 
 10 3 4  12 6 1 1    5   6 1 1.360 
 10 3 4  13 4 2 0    1  11 1 1.603 
 10 3 4  14 2 2 2    1   9 1 0.894 
 10 3 4  15 8 8 0    5   1 1 0.919 
 10 3 4  16 6 2 0    4   8 1 2.289 
 10 3 4  17 6 2 2    1   2 1 1.283 
 10 3 4  18 4 4 0    4  12 1 1.353 
 10 3 4  19 8 2 2    1   2 3 4.998 
 10 3 4  20 8 8 4    6   3 1 5.158 
 10 3 4  21 4 1 1    4   1 1 1.057 
 10 3 4  22 8 0 0    2   4 3 -1.000 
 10 3 4  23 8 4 0    4   6 1 1.837 
 10 3 4  24 8 6 0    2  14 1 5.987 
 10 3 4  25 2 1 1    2   2 1 1.428 
 10 3 4  26 8 1 1    5  15 1 1.523 
 10 3 4  27 8 2 0    2   5 1 1.486 
 10 3 4  28 6 4 4    1  10 3 3.914 
 10 3 5   1 2 2 2    1   5 1 1.005 
 10 3 5   2 2 2 0    1   5 1 0.871 
 10 3 5   3 8 4 0    5   4 1 1.264 
